title,duration,duration_numeric
Roger Corman's Death Race 2050,93 min,93.0
Roh's Beauty,98 min,98.0
Roll Red Roll,80 min,80.0
Rolling Papers,79 min,79.0
Romeo Ranjha,122 min,122.0
Room,118 min,118.0
Room for Rent,89 min,89.0
Room on the Broom,26 min,26.0
Roots,62 min,62.0
Rosemary's Baby,137 min,137.0
Rounders,121 min,121.0
Rukh,103 min,103.0
Rumble,92 min,92.0
Rumble in the Bronx,89 min,89.0
Rumor Has It,97 min,97.0
Run,134 min,134.0
Runaway Bride,116 min,116.0
Running for Grace,110 min,110.0
Running Out Of Time,88 min,88.0
Russell Madness,93 min,93.0
Russell Peters: Notorious,72 min,72.0
Rustom,141 min,141.0
S Is for Stanley,82 min,82.0
S.W.A.T.,117 min,117.0
Saath Saath,118 min,118.0
Sacro GRA,91 min,91.0
Sadece Sen,105 min,105.0
Sadie's Last Days on Earth,94 min,94.0
Sadma,137 min,137.0
Saeed Mirza: The Leftist Sufi,61 min,61.0
Safety Not Guaranteed,86 min,86.0
Saheb Bibi Golaam,118 min,118.0
Sairat,173 min,173.0
Sakhi,152 min,152.0
Salem: His Sister's Father,99 min,99.0
Samantaral,110 min,110.0
Samarppanam,116 min,116.0
Sameer Abu Alneel,107 min,107.0
Samson,109 min,109.0
Samudri Lootere,65 min,65.0
San Pietro,32 min,32.0
Sanai Choughade,122 min,122.0
Sangam,228 min,228.0
Santa Claws,86 min,86.0
Santa's Apprentice,72 min,72.0
Sarah's Key,102 min,102.0
Sardaar ji,140 min,140.0
Sardaarji 2,145 min,145.0
Sarivar Sari,126 min,126.0
Sarvopari Palakkaran,133 min,133.0
Sat Sri Akal,141 min,141.0
Satan & Adam,78 min,78.0
Satrangi Re,150 min,150.0
Satte Pe Satta,153 min,153.0
Saturday Church,83 min,83.0
Savage Dog,95 min,95.0
Savage Raghda,93 min,93.0
Saving Mr. Banks,126 min,126.0
Saving Zoë,95 min,95.0
Say When,99 min,99.0
Scales: Mermaids Are Real,93 min,93.0
Scandal in Sorrento,93 min,93.0
Scary Movie,88 min,88.0
Scary Movie 5,88 min,88.0
Schindler's List,195 min,195.0
School Daze,120 min,120.0
Scooby-Doo on Zombie Island,77 min,77.0
Scott Pilgrim vs. the World,112 min,112.0
Scream 2,121 min,121.0
Scream 3,117 min,117.0
Seal Team Six: The Raid on Osama Bin Laden,90 min,90.0
Searching for Bobby Fischer,110 min,110.0
Searching for Sugar Man,86 min,86.0
Season of the Witch,95 min,95.0
Secret,101 min,101.0
Secret in Their Eyes,111 min,111.0
Secrets of Althorp - The Spencers,54 min,54.0
Secrets of Chatsworth,54 min,54.0
Secrets of Henry VIII's Palace: Hampton Court,54 min,54.0
Secrets of Her Majesty's Secret Service,55 min,55.0
Secrets of Highclere Castle,54 min,54.0
Secrets of Scotland Yard,55 min,55.0
Secrets of Selfridges,55 min,55.0
Secrets of the Tower of London,55 min,55.0
Secrets of Underground London,55 min,55.0
Secrets of Westminster,55 min,55.0
Sen Kimsin?,102 min,102.0
Senna,106 min,106.0
"Septiembre, un llanto en silencio",69 min,69.0
Set Up,85 min,85.0
Sex and the City 2,146 min,146.0
Sex and the City: The Movie,145 min,145.0
Sex Doll,103 min,103.0
"Sexo, Pudor y Lagrimas",111 min,111.0
SGT. Will Gardner,125 min,125.0
Shahanpan Dega Deva,115 min,115.0
Shakti: The Power,168 min,168.0
Shanghai,109 min,109.0
Shararat,148 min,148.0
Shark Busters,92 min,92.0
Shark Night,91 min,91.0
Shaurya: It Takes Courage to Make Right... Right,135 min,135.0
She Did That,71 min,71.0
Shelter,112 min,112.0
Sherlock Holmes,128 min,128.0
Shiva,168 min,168.0
Shopkins: Chef Club,45 min,45.0
Shopkins: Wild,75 min,75.0
Shopkins: World Vacation,71 min,71.0
Shorgul,122 min,122.0
Short Term 12,97 min,97.0
Shorts,89 min,89.0
SHOT! The Psycho-Spiritual Mantra of Rock,98 min,98.0
Shuddhi,115 min,115.0
Shutter,96 min,96.0
Sicilian Ghost Story,119 min,119.0
Siddhant,105 min,105.0
Silencer,88 min,88.0
Silent Hill: Revelation,94 min,94.0
Silicon Cowboys,77 min,77.0
Singh Saab the Great,143 min,143.0
Single,127 min,127.0
Singularity,92 min,92.0
Sinister Circle,87 min,87.0
Siren,83 min,83.0
Sister Code,95 min,95.0
Skin Trade,96 min,96.0
Skiptrace,107 min,107.0
Sky on Fire,100 min,100.0
Skydancers,49 min,49.0
Skyline,94 min,94.0
Sleeping with Other People,101 min,101.0
Sleepover,89 min,89.0
Sling Blade,135 min,135.0
Sliver,107 min,107.0
Slow West,84 min,84.0
Small Soldiers,110 min,110.0
Smart People,95 min,95.0
Smash: Motorized Mayhem,66 min,66.0
SMOSH: The Movie,83 min,83.0
Sniper: Special Ops,86 min,86.0
Socha Na Tha,137 min,137.0
Social Animals,87 min,87.0
Soekarno,142 min,142.0
Solo Con Tu Pareja,94 min,94.0
Solo: A Star Wars Story,135 min,135.0
Solo: A Star Wars Story (Spanish Version),135 min,135.0
Solomon Kane,104 min,104.0
Some Freaks,97 min,97.0
Something's Gotta Give,128 min,128.0
Son of a Gun,109 min,109.0
Sons of Ben,73 min,73.0
Soul Surfer,106 min,106.0
Soul to Keep,94 min,94.0
Sour Grapes,85 min,85.0
Sparkle,98 min,98.0
Speech & Debate,96 min,96.0
Speed Is My Need,75 min,75.0
Spider-Man 3,139 min,139.0
Spider-Man: Into the Spider-Verse,117 min,117.0
Spitfire: The Plane that Saved the World,95 min,95.0
Spotlight,129 min,129.0
Spring Breakers,94 min,94.0
Sprinter,112 min,112.0
Spy Kids,88 min,88.0
Spy Kids 2: The Island of Lost Dreams,100 min,100.0
Spy Kids 3: Game Over,83 min,83.0
Spy Time,93 min,93.0
St. Agatha,103 min,103.0
Staged Killer,88 min,88.0
Standoff,86 min,86.0
Star Men,88 min,88.0
Star Wars: Episode VIII: The Last Jedi,152 min,152.0
Starred Up,106 min,106.0
Stealing History,52 min,52.0
Step Brothers,98 min,98.0
Step Outside,89 min,89.0
Stephanie,86 min,86.0
Sthaniya Sambaad,106 min,106.0
Still,100 min,100.0
Stink!,91 min,91.0
Stonehearst Asylum,113 min,113.0
Stop at Nothing: The Lance Armstrong Story,100 min,100.0
Story of an Egg,132 min,132.0
Straight Up,96 min,96.0
Strange but True,96 min,96.0
Stranger than Fiction,113 min,113.0
Strictly Ballroom,95 min,95.0
Strike a Pose,85 min,85.0
Stripes,106 min,106.0
Striptease,117 min,117.0
Stronger Than the World,123 min,123.0
Stuart Little 2,78 min,78.0
Submission,95 min,95.0
Suburra,135 min,135.0
Suckseed,130 min,130.0
Sudani from Nigeria,115 min,115.0
Suicide (Hitabdut),114 min,114.0
Suite Française,107 min,107.0
Summer Night,93 min,93.0
Summer of '92,94 min,94.0
Sunrise,85 min,85.0
Super Bheem Bana Vajraveer,63 min,63.0
Super Dark Times,104 min,104.0
Super Nani,127 min,127.0
Superbad,113 min,113.0
Superfly,91 min,91.0
Superman Returns,154 min,154.0
Superstar,82 min,82.0
Surat Dari Praha,98 min,98.0
Survivors Guide to Prison,103 min,103.0
Susanne Bartsch: On Top,86 min,86.0
Sustainable,92 min,92.0
Swami,123 min,123.0
Sweeney Todd: The Demon Barber of Fleet Street,116 min,116.0
Sweet Virginia,93 min,93.0
Swiss Army Man,97 min,97.0
Sword Master,108 min,108.0
Sword Masters: Two Champions of Shaolin,101 min,101.0
Taal,177 min,177.0
Tahaan,95 min,95.0
Take Me Home Tonight,97 min,97.0
Tamanchey,111 min,111.0
Tarif de nuit,81 min,81.0
Tarzan,89 min,89.0
Tarzan 2,72 min,72.0
Tattah,112 min,112.0
Tayo the Little Bus Movie: Mission Ace,48 min,48.0
Teach Us All,81 min,81.0
Teen Patti,137 min,137.0
Teenage Cocktail,89 min,89.0
Teenage Mutant Ninja Turtles,87 min,87.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88 min,88.0
Teenage Mutant Ninja Turtles: The Movie,94 min,94.0
Tees Maar Khan,125 min,125.0
Tellur Aliens,67 min,67.0
Temporada de Caza,108 min,108.0
Ten Years,102 min,102.0
Terminator 3: Rise of the Machines,109 min,109.0
Terminator Salvation,115 min,115.0
Terra,98 min,98.0
Terrifier,84 min,84.0
Teshan,133 min,133.0
Tezz,121 min,121.0
The 24 Hour War,100 min,100.0
The 4th Company,117 min,117.0
The Accountant of Auschwitz,78 min,78.0
The Adderall Diaries,87 min,87.0
The Adventure Club,88 min,88.0
The Adventures of Sharkboy and Lavagirl,93 min,93.0
The Adventures of Tintin,107 min,107.0
The Aerial,99 min,99.0
The Age of Shadows,140 min,140.0
The American President,113 min,113.0
The Amityville Horror,89 min,89.0
The Angry Birds Movie 2,97 min,97.0
The Animal People,97 min,97.0
The Ant's Scream,108 min,108.0
The Apostate,80 min,80.0
The Art of the Steal,90 min,90.0
The Art of War,117 min,117.0
The Assignment,95 min,95.0
The Autopsy of Jane Doe,86 min,86.0
The Bachelors,100 min,100.0
The Bad Education Movie,87 min,87.0
The Bad Kids,101 min,101.0
The Bare-Footed Kid,83 min,83.0
The Basement,89 min,89.0
The Battle of Midway,18 min,18.0
The Bill Murray Stories: Life Lessons Learned From a Mythical Man,72 min,72.0
The Black Room,95 min,95.0
The Blackcoat's Daughter,95 min,95.0
The Bleeder,98 min,98.0
The Bomb,59 min,59.0
The Book of Eli,118 min,118.0
The Boss's Daughter,98 min,98.0
The Bounty Hunter,111 min,111.0
The Box,116 min,116.0
The Boy,97 min,97.0
The Boy in the Striped Pajamas,95 min,95.0
The Brave One,122 min,122.0
The Brawler,95 min,95.0
The Breadwinner,93 min,93.0
The Break-Up,107 min,107.0
The Bridge,119 min,119.0
The Brothers Grimm,119 min,119.0
The Bucket List,97 min,97.0
The Bulbul's Nest,96 min,96.0
The Bund,103 min,103.0
The Bye Bye Man,96 min,96.0
The Bygone,106 min,106.0
The Cakemaker,109 min,109.0
The Captive,112 min,112.0
The Car,96 min,96.0
The Carter Effect,60 min,60.0
The Case for Christ,113 min,113.0
The Cell,126 min,126.0
The CEO,109 min,109.0
The Charnel House,93 min,93.0
The Chord,101 min,101.0
The Chosen,111 min,111.0
The Chosen Ones,107 min,107.0
The Christmas Candle,100 min,100.0
The Christmas Project,92 min,92.0
The Cincinnati Kid,103 min,103.0
The Company Men,105 min,105.0
The Competition,103 min,103.0
The Confirmation,101 min,101.0
The Congress,123 min,123.0
The Consul's Son,114 min,114.0
The Craft,101 min,101.0
The Croods,99 min,99.0
The Crow,102 min,102.0
The Cruise,66 min,66.0
The Crying Game,112 min,112.0
The D Train,101 min,101.0
The Damned Rain,99 min,99.0
The Dancer,105 min,105.0
The Dark Crystal,93 min,93.0
The Dark Side of Life: Mumbai City,121 min,121.0
The Darkest Dawn,75 min,75.0
The Daughter,95 min,95.0
The Dawn Wall,100 min,100.0
The Departed,151 min,151.0
The Desert Bride,78 min,78.0
The Detained,85 min,85.0
The Devil and Father Amorth,69 min,69.0
The Devil Inside,84 min,84.0
The Devil We Know,88 min,88.0
The Diabolical,86 min,86.0
The Dreamer,121 min,121.0
The Drowning,99 min,99.0
The Duel,110 min,110.0
The Dukes of Hazzard,104 min,104.0
The Dukes of Hazzard: The Beginning,95 min,95.0
The Eichmann Show,96 min,96.0
The End of the Tour,106 min,106.0
The Endless,112 min,112.0
The Evil Dead,85 min,85.0
The Exception,107 min,107.0
The Eyes of My Mother,76 min,76.0
The Fear of 13,95 min,95.0
The Feels,88 min,88.0
The Fighter,116 min,116.0
The Figurine (Araromire),121 min,121.0
The Final Destination,82 min,82.0
The First Line,87 min,87.0
The First Temptation of Christ,46 min,46.0
The First Wives Club,103 min,103.0
The Five Venoms,97 min,97.0
The Flintstones,91 min,91.0
The Flintstones in Viva Rock Vegas,91 min,91.0
The Flying Guillotine,101 min,101.0
The Forbidden Kingdom,104 min,104.0
The Force,92 min,92.0
The Foreigner,113 min,113.0
The Forgotten,89 min,89.0
The Founder,115 min,115.0
The Free Man,84 min,84.0
The Frozen Ground,106 min,106.0
The Gathering,124 min,124.0
The Gentleman Driver,83 min,83.0
The Ghost Who Walks,107 min,107.0
The Girl with the Dragon Tattoo,158 min,158.0
The Golem,95 min,95.0
The Good Catholic,97 min,97.0
The Good Neighbor,97 min,97.0
"The Goods: Live Hard, Sell Hard",89 min,89.0
The Gospel of John,161 min,161.0
The Gospel of Luke,205 min,205.0
The Gospel of Mark,123 min,123.0
The Gospel of Matthew,190 min,190.0
The Great Battle,136 min,136.0
The Great Gambler,161 min,161.0
The Great Raid,133 min,133.0
The Green Hornet,119 min,119.0
The Hatred,94 min,94.0
The Haunting of Molly Hartley,85 min,85.0
The Healer,108 min,108.0
The Heat: A Kitchen (R)evolution,71 min,71.0
The Help,147 min,147.0
The Heretics,88 min,88.0
The Heroes of Evil,99 min,99.0
The Heyday of the Insensitive Bastards,96 min,96.0
The Hollow Point,97 min,97.0
The Holy Man,92 min,92.0
The House on Coco Road,79 min,79.0
The Human Factor: The Untold Story of the Bombay Film Orchestras,53 min,53.0
The Humanity Bureau,94 min,94.0
The Hundred-Foot Journey,123 min,123.0
The Hurricane Heist,103 min,103.0
The Hurt Business,111 min,111.0
The Imaginarium of Doctor Parnassus,123 min,123.0
The Incident,100 min,100.0
The Incredible Story of the Giant Pear,75 min,75.0
The Incredibles 2,118 min,118.0
The Indian in the Cupboard,96 min,96.0
The Informant!,108 min,108.0
The Intent,99 min,99.0
The Intent 2: The Come Up,103 min,103.0
The Invention of Lying,99 min,99.0
The Invitation,100 min,100.0
The Iron Lady,105 min,105.0
The Jack King Affair,52 min,52.0
The Jane Austen Book Club,106 min,106.0
The Jungle School,90 min,90.0
The Keeping Hours,95 min,95.0
The King's Speech,118 min,118.0
The Lake House,98 min,98.0
The Lamb,86 min,86.0
The Land of the Enlightened,84 min,84.0
The Last Days of Chez Nous,93 min,93.0
The Last Exorcism,88 min,88.0
The Last Face,131 min,131.0
The Last Hangover,44 min,44.0
The Last Man on the Moon,96 min,96.0
The Last Resort,70 min,70.0
The Last Whistle,88 min,88.0
The Legend of 420,87 min,87.0
The Legend of Michael Mishra,118 min,118.0
The Little Hours,89 min,89.0
The Little Mermaid,85 min,85.0
The Little Prince,107 min,107.0
The Lives of Others,138 min,138.0
The Lobster,119 min,119.0
The Lodgers,93 min,93.0
The Long Goodbye: The Kara Tippetts Story,87 min,87.0
The Longest Yard,121 min,121.0
The Longshots,95 min,95.0
The Look of Silence,103 min,103.0
The Lord of the Rings: The Return of the King,201 min,201.0
The Lord of the Rings: The Two Towers,179 min,179.0
The Love Guru,87 min,87.0
The Lovers and the Despot,98 min,98.0
The lynx,82 min,82.0
The Mad Monk,85 min,85.0
The Magic Pill,90 min,90.0
The Man Who Would Be Polka King,68 min,68.0
The Mask of Zorro,138 min,138.0
The Matrix,136 min,136.0
The Matrix Reloaded,138 min,138.0
The Matrix Revolutions,129 min,129.0
The Mayo Clinic,116 min,116.0
The Mayor,130 min,130.0
"The Memphis Belle: A Story of a
Flying Fortress",40 min,40.0
The Men Who Stare at Goats,94 min,94.0
The Model,104 min,104.0
The Monster,91 min,91.0
The Monster of Mangatiti,70 min,70.0
The Muppets,104 min,104.0
The Music of Silence,115 min,115.0
The Naked Gun 2 1/2: The Smell of Fear,85 min,85.0
The Naked Gun: From the Files of Police Squad!,85 min,85.0
The Natural,138 min,138.0
The Negro Soldier,40 min,40.0
The New Romantic,82 min,82.0
The NSU-Complex,90 min,90.0
The Nutcracker and the Four Realms,99 min,99.0
The One I Love,91 min,91.0
The Only Mother To You All,106 min,106.0
The Other Guys,108 min,108.0
The Parole Officer,94 min,94.0
The Pass,87 min,87.0
The Peacemaker,124 min,124.0
The Pelican Brief,141 min,141.0
The Perfect Day,93 min,93.0
The Perks of Being a Wallflower,103 min,103.0
The Phantom of the Opera,141 min,141.0
The Physician,155 min,155.0
The Pink Panther,93 min,93.0
The Pirate Fairy,78 min,78.0
The Pirates of Somalia,118 min,118.0
The Pirates! Band of Misfits,88 min,88.0
The Place Beyond the Pines,140 min,140.0
The Plan,124 min,124.0
The Player,110 min,110.0
The Polar Express,100 min,100.0
The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,96 min,96.0
The President's Barber,116 min,116.0
The Prince,91 min,91.0
The Prince & Me,111 min,111.0
The Princess and the Frog,98 min,98.0
The Prison,125 min,125.0
The Pursuit,76 min,76.0
The Pursuit of Happyness,117 min,117.0
The Push,90 min,90.0
The Rainbow Troops,119 min,119.0
The Rainmaker,136 min,136.0
The Rat Race,52 min,52.0
The Real Miyagi,81 min,81.0
The Rebound,77 min,77.0
The Redeemed and the Dominant: Fittest on Earth,120 min,120.0
The Rehearsal,102 min,102.0
The Republic of Imbaba,90 min,90.0
The Rezort,90 min,90.0
The Rift: The Dark Side of the Moon,92 min,92.0
The Right One,93 min,93.0
The Ring,116 min,116.0
The Riot Club,107 min,107.0
The River Thief,87 min,87.0
The River Wild,111 min,111.0
The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,101 min,101.0
The Roommate,91 min,91.0
The Rover,103 min,103.0
THE RUM DIARY,120 min,120.0
The Runner,90 min,90.0
The Salvation,92 min,92.0
The Sapphires,99 min,99.0
The Score,124 min,124.0
The Sea of Trees,111 min,111.0
The Search for Life in Space,32 min,32.0
The Secret Life of Pets 2,86 min,86.0
The Seven Five,104 min,104.0
The Shaukeens,123 min,123.0
The Show,105 min,105.0
The Sign of Venus,97 min,97.0
The Signal,97 min,97.0
The Similars,90 min,90.0
The Sinking Of Van Der Wijck,163 min,163.0
The Social Network,121 min,121.0
The Space Between Us,120 min,120.0
The Spectacular Now,95 min,95.0
The spiral,84 min,84.0
The Spy Next Door,94 min,94.0
The Spy Who Fell to Earth,94 min,94.0
The Stanford Prison Experiment,122 min,122.0
The Student,90 min,90.0
The Sunshine Makers,91 min,91.0
The Super,89 min,89.0
The Surrounding Game,98 min,98.0
The Taking of Pelham 123,106 min,106.0
The Talented Mr. Ripley,139 min,139.0
The Texas Chainsaw Massacre,83 min,83.0
The Thief and the Imbecile,96 min,96.0
The Tiger Hunter,94 min,94.0
The Tigers of Scotland,58 min,58.0
The Time Machine,96 min,96.0
The Time Traveler's Wife,107 min,107.0
The Tribes of Palos Verdes,104 min,104.0
The Trigger Effect,94 min,94.0
The Trip to Spain,108 min,108.0
The Trust,91 min,91.0
The Truth About Alcohol,58 min,58.0
The Tuxedo,99 min,99.0
The Ugly Truth,96 min,96.0
The Unborn Child,93 min,93.0
The Unknown Girl,106 min,106.0
The Unknown Known,103 min,103.0
The Vatican Tapes,91 min,91.0
The Walls of the Moon,98 min,98.0
The Water Diviner,111 min,111.0
The Water Horse: Legend of the Deep,112 min,112.0
The Waterboy,90 min,90.0
The Wedding Curse,101 min,101.0
The Wedding Party 2: Destination Dubai,98 min,98.0
The Witch,92 min,92.0
The Witch Files,88 min,88.0
The Women Who Kill Lions,47 min,47.0
The Women's Balcony,100 min,100.0
The Workshop,114 min,114.0
The World Is Not Enough,128 min,128.0
The World's Most Wanted Animal,53 min,53.0
The Wrong Babysitter,89 min,89.0
The Young Offenders,83 min,83.0
The Young Vagabond,85 min,85.0
Theater of Life,94 min,94.0
Theeram,104 min,104.0
"Thelonious Monk: Straight, No Chaser",89 min,89.0
Theo Who Lived,86 min,86.0
This Is Not What I Expected,107 min,107.0
This Was Tomorrow,77 min,77.0
Thithi,123 min,123.0
Thong Dee Fun Khao,122 min,122.0
Thor: Ragnarok,131 min,131.0
Thor: Tales of Asgard,77 min,77.0
Thorne: Scaredy Cat,125 min,125.0
Thorne: Sleepyhead,125 min,125.0
Three,88 min,88.0
Three-Quarters Decent,96 min,96.0
Thumper,93 min,93.0
Thunderbolt,42 min,42.0
Tik Tok,108 min,108.0
Tikli and Laxmi Bomb,151 min,151.0
Time Please,125 min,125.0
Tinker Bell and the Legend of the NeverBeast,78 min,78.0
Tinker',97 min,97.0
To Be a Miss,84 min,84.0
"To Wong Foo, Thanks for Everything! Julie Newmar",108 min,108.0
Tokyo Idols,89 min,89.0
Tom and Jerry: The Magic Ring,60 min,60.0
Tomorrow Never Dies,119 min,119.0
Tope: The Bait,87 min,87.0
Tortilla Soup,104 min,104.0
Total Frat Movie,94 min,94.0
Tracers,94 min,94.0
Traffic Signal,130 min,130.0
Train of the Dead,88 min,88.0
Train to Busan,118 min,118.0
Trainspotting,94 min,94.0
Traitor,114 min,114.0
Transcendence,119 min,119.0
Trash,114 min,114.0
Trash Fire,94 min,94.0
Treasures from the Wreck of the Unbelievable,82 min,82.0
Tree Man,82 min,82.0
Tremors,96 min,96.0
Tremors 2: Aftershocks,100 min,100.0
Tremors 3: Back to Perfection,104 min,104.0
Tremors 4: The Legend Begins,101 min,101.0
Tremors 5:  Bloodline,99 min,99.0
Tremors 6: A Cold Day in Hell,98 min,98.0
Trespass Against Us,100 min,100.0
"Trikal (Past, Present, Future)",134 min,134.0
Trimurti,173 min,173.0
Trip to Bhangarh: Asia's Most Haunted Place,113 min,113.0
Trixie Mattel: Moving Parts,91 min,91.0
Trophy,110 min,110.0
Troy: The Odyssey,90 min,90.0
True Grit,128 min,128.0
True to the Game,108 min,108.0
Trumbo,124 min,124.0
Tucker and Dale vs. Evil,89 min,89.0
Tukaram,162 min,162.0
Tunisian Victory,76 min,76.0
Turbo,96 min,96.0
Tusk,102 min,102.0
Twice,53 min,53.0
Twinsanity,86 min,86.0
"Twisted Trunk, Big Fat Body",89 min,89.0
Two Graves,80 min,80.0
Two Lovers and a Bear,95 min,95.0
Tyke Elephant Outlaw,78 min,78.0
Tyson,90 min,90.0
Ugly,125 min,125.0
Una,94 min,94.0
Unaccompanied Minors,90 min,90.0
Unacknowledged,104 min,104.0
Under an Arctic Sky,40 min,40.0
Under The Skin,108 min,108.0
Undercover Grandpa,94 min,94.0
Undercover: How to Operate Behind Enemy Lines,61 min,61.0
Unfinished Song,94 min,94.0
Union Leader,105 min,105.0
Unruly Friends,83 min,83.0
Up in the Air,110 min,110.0
Urvi,121 min,121.0
Used Goods,95 min,95.0
USS Indianapolis: Men of Courage,130 min,130.0
V for Vendetta,132 min,132.0
Vantage Point,90 min,90.0
Veerappan,117 min,117.0
Veerey Ki Wedding,130 min,130.0
Vegas Baby,78 min,78.0
Viceroy's House,106 min,106.0
Victor,110 min,110.0
Viking Destiny,91 min,91.0
Vikings Unearthed,113 min,113.0
Vincent N Roxxy,101 min,101.0
Viswasapoorvam Mansoor,125 min,125.0
Vitti Dandu,116 min,116.0
Vizontele Tuuba,106 min,106.0
Vodka Diaries,113 min,113.0
VS.,99 min,99.0
Waar,130 min,130.0
Waarrior Savitri,120 min,120.0
Waiting,94 min,94.0
Waiting...,94 min,94.0
Wakefield,109 min,109.0
Walk with Me,94 min,94.0
Walking Out,96 min,96.0
